CNPJ_FUNDO,CNPJ_ADMINISTRADOR,DATA_COMPETENCIA,TIPO_CONDOMINIO,FUNDO_EXCLUSIVO,CLASSE_UNICA,COTISTA_VINCULADO,ATIVO_TOTAL,DISPONIBILIDADES,CARTEIRA_TOTAL,OUTROS_ATIVOS_TOTAL,OUTROS_ATIVOS_CURTO_PRAZO,OUTROS_ATIVOS_LONGO_PRAZO,PASSIVO_CIRCULANTE,PASSIVO_EXIGIVEL_LONGO_PRAZO,PATRIMONIO_LIQUIDO,CREDITOS_ADQUIRIDOS,CRED_VENCIDOS_ADIMPLENTES,CRED_VENCIDOS_INADIMPLENTES,CRED_TOTAL_VENC_INADIMPL,CRED_INADIMPLENCIA,CRED_PERFORMADOS,CRED_VENCIDOS_PENDENTES,CRED_EMP_RECUPERACAO,CRED_RECEITA_PUBLICA,CRED_ACAO_JUDICIAL,CRED_CONSTITUICAO_JURIDICA,CRED_PROVISAO_REDUCAO,AGING_A_VENCER,AGING_VENC_1_30_DIAS,AGING_VENC_31_60_DIAS,AGING_VENC_61_90_DIAS,AGING_VENC_91_120_DIAS,AGING_VENC_121_150_DIAS,AGING_VENC_151_180_DIAS,AGING_VENC_181_360_DIAS,AGING_VENC_361_720_DIAS,AGING_VENC_721_1080_DIAS,AGING_VENC_MAIOR_1080_DIAS,DICRED_TOTAL,DICRED_CEDENTE,DICRED_VENC_INADIMPL,DICRED_TOTAL_VENC_INAD,DICRED_INADIMPLENCIA,DICRED_PERFORMADOS,DICRED_VENC_PENDENTES,DICRED_EMP_RECUPERACAO,DICRED_RECEITA_PUBLICA,DICRED_ACAO_JUDICIAL,DICRED_PROVISAO_REDUCAO,SUBORD_CAPTACOES,SUBORD_AMORTIZACOES,SUBORD_RESGATES,VALORES_MOBILIARIOS_TOTAL,DEBENTURES,CRI,NOTAS_PROMISSORIAS_COMERCIAIS,LETRAS_FINANCEIRAS,COTAS_FIF,OUTROS_DIREITOS_CREDITORIOS,TITULOS_PUBLICOS_FEDERAIS,CDB,APLICACOES_COMPROMISSADAS,ATIVOS_FINANCEIROS_RF,COTAS_FIDC,CEDENTES_CONCENTRADOS_JSON,QTD_CEDENTES_CONCENTRADOS,INADIMPLENCIA_TOTAL,NPL_RATIO,NPL_RATIO_CREDITO_PURO,LIQUIDEZ_IMEDIATA_RATIO,ZUMBI_RATIO,INDICE_NPL_PERCENTUAL,TAXA_LIQUIDEZ_PERCENTUAL,CONCENTRACAO_CREDITO_PERCENTUAL,NPL_OUTLIER_FLAG,FLAG_CRED_ADQ_BAIXO,FLAG_VENCIDOS_ALTO,FLAG_NPL_IMPLAUSIVEL,FLAG_CARTEIRA_ZERADA,ANOMALIA_ESTRUTURAL,STATUS_DADOS,SCORE_SAFARI,CLASSIFICACAO_SAFARI,NOME_FUNDO,STATUS,ID_DOCUMENTO,DATA_REFERENCIA_DOC,MENSAGEM_ERRO,TIPO_COLETA,CLASSE_SELECIONADA,PRIORIDADE_CLASSE
40211664000114.0,62285390000140.0,,0.0,0.0,0.0,0.0,15304065.46,1961.77,15290141.65,11962.04,11962.04,0.0,1023759.15,0.02,14280306.29,13732190.36,13417603.59,0.0,0.0,1159827.18,0.0,0.0,0.0,0.0,0.0,0.0,845240.41,13417603.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13417603.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284717.26,0.0,1273234.03,0.0,0.0,,0.0,1159827.18,0.0,0.0,0.0019162417254097314,87.75329815208089,7.585457391756734,0.012818620026995102,99.90901888105228,False,False,False,False,False,False,VALIDADO,54.95,OPORTUNIDADE_MODERADA,CONDOBEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,SUCESSO,815937,12/2024,,ROLLING_60_MESES,Outros,4.0
40211675000102.0,806535000154.0,,0.0,0.0,0.0,0.0,269970081.53,7484.69,269947814.21,14782.63,14782.63,0.0,429562.99,0.0,269540518.54,157106164.11,157215829.4,0.0,0.0,468812.16,0.0,0.0,0.0,0.0,0.0,0.0,578477.45,157215829.4,3472389.27,5400108.37,2659365.67,5144855.07,2531755.51,11616794.12,18585576.38,24035427.58,0.0,83769557.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112823161.97,0.0,0.0,111910763.88,0.0,0.0,0.0,18488.13,0.0,0.0,0.0,0.0,,0.0,468812.16,0.0,0.0,0.01742396382891366,31.031759851492374,0.17366769994859,0.002772414616309354,99.99175193048289,False,False,False,False,False,False,VALIDADO,50.08,OPORTUNIDADE_MODERADA,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,SUCESSO,822997,12/2024,,ROLLING_60_MESES,Outros,4.0
40211684000195.0,16695922000109.0,,0.0,0.0,0.0,0.0,8517446.83,0.0,8515680.25,1766.58,1766.58,0.0,249168.39,0.0,8268278.44,1496962.22,1464554.29,0.0,0.0,56857.34,0.0,0.0,0.0,0.0,0.0,0.0,24449.41,1464554.29,672813.12,101629.37,144892.7,36630.09,25623.43,25029.64,138710.41,226870.58,92354.95,0.0,4825399.3,4672177.87,0.0,0.0,248011.04,0.0,0.0,0.0,0.0,0.0,94789.61,0.0,0.0,0.0,2193318.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,248011.04,0.0,0.0,0.0,0.0,2.9124043261253263,0.0,99.97925927763026,False,False,False,False,False,False,VALIDADO,27.0,BAIXA_PRIORIDADE,CREDINOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SUCESSO,816644,12/2024,,ROLLING_60_MESES,Outros,4.0
40226165000109.0,62285390000140.0,,0.0,0.0,0.0,0.0,72024825.06,3348.09,71835666.68,185810.29,185810.29,0.0,10878505.92,438284.02,60708035.12,63318372.98,63318372.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63318372.98,0.0,0.0,0.0,302798.09,0.0,306675.68,2874714.4,12997663.41,10303439.47,36533081.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650000000.0,0.0,7964509.21,0.0,0.0,0.0,0.0,0.0,0.0,552784.49,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.00030777112451118655,50.856466736420344,0.0,0.004648522224400943,99.73737058043193,False,False,False,False,False,False,VALIDADO,56.99,OPORTUNIDADE_MODERADA,VAIL PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,SUCESSO,816494,12/2024,,ROLLING_60_MESES,Outros,4.0
40319383000180.0,34829992000186.0,,0.0,0.0,0.0,0.0,50923398.79,465418.62,50457980.17,0.0,0.0,0.0,864238.41,0.0,50059160.38,39485361.16,39485361.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39485361.16,18939.3,0.0,0.0,0.0,0.0,0.0,1667168.12,15587114.7,22212139.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9020764.04,0.0,0.0,0.0,9020764.04,0.0,0.0,1951854.97,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5385303576127796,0.0,0.0,0.9139582805918206,99.08604171940819,False,False,False,False,False,False,VALIDADO,18.54,BAIXA_PRIORIDADE,WONEBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,SUCESSO,813628,12/2024,,ROLLING_60_MESES,Outros,4.0
40617721000160.0,62285390000140.0,,0.0,0.0,0.0,0.0,51418723.62,10823.41,51398823.28,9076.93,9076.9,0.03,74288.97,0.0,51344434.65,28084222.68,27284222.69,0.0,0.0,2290113.6,0.0,0.0,0.0,0.0,0.0,0.0,1490113.61,27284222.69,76173.33,12243.84,2600375.03,2180220.81,2157699.97,8348.3,8141.26,3230756.32,0.0,17010263.83,8390454.39,8390454.35,327632.98,220000.0,111272.16,0.0,0.0,0.0,0.0,0.0,438905.1,0.0,289999998.0,0.0,14924146.21,14280597.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2290113.6,0.0,0.0,0.14569336470811212,33.0946561506573,4.455575933177278,0.021049550121057636,99.96129748348662,False,False,False,False,False,False,VALIDADO,44.9,MONITORAR,MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,SUCESSO,816297,12/2024,,ROLLING_60_MESES,Outros,4.0
40634940000157.0,62285390000140.0,,0.0,0.0,0.0,0.0,74248293.98,122.28,74244879.73,3291.97,3291.97,0.0,24046.61,1216.08,74223031.29,74139074.41,74139074.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74139074.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74139074.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105805.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.005085124264917176,99.85749142515311,0.0,0.00016469065273464481,99.99540157784512,False,False,False,False,False,False,VALIDADO,56.87,OPORTUNIDADE_MODERADA,CANAL 86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,SUCESSO,816007,12/2024,,ROLLING_60_MESES,Outros,4.0
40669040000145.0,62285390000140.0,,0.0,0.0,0.0,0.0,17350577.99,2686.01,17345422.37,2469.61,2469.61,0.0,65513.35,2304.98,17282759.66,16828356.13,16828356.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16828356.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16828356.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517066.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.040999429887190936,97.01900461706657,0.0,0.015480809927761952,99.97028560084298,False,False,False,False,False,False,VALIDADO,53.98,OPORTUNIDADE_MODERADA,CANAL 87 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,SUCESSO,816008,12/2024,,ROLLING_60_MESES,Outros,4.0
40669872000161.0,45854066000187.0,,0.0,0.0,0.0,0.0,12986121.03,0.0,12477173.36,508947.67,508947.67,0.0,29768.21,0.0,12956352.82,7445682.1,2626491.91,4819559.17,368.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.98,7445682.1,784987.43,1224509.22,744026.72,944387.7,245706.0,232515.93,1170082.39,1669967.19,429499.52,0.0,5031491.26,4728000.03,525570.3,231548.92,237953.55,0.0,0.0,0.0,0.0,0.0,460032.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,237953.55,0.0029572403087937864,0.004955623877629695,0.0,0.0,1.90711103496281,0.0,96.0808337699591,False,False,False,False,False,False,VALIDADO,30.0,MONITORAR,GUATAMBU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,SUCESSO,821694,12/2024,,ROLLING_60_MESES,Outros,4.0
40800541000119.0,62285390000140.0,,0.0,0.0,0.0,0.0,24061495.83,0.0,24058203.86,3291.97,3291.97,0.0,26110.01,0.01,24035385.81,24025915.01,22895839.79,0.0,0.0,1130075.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22895839.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22895839.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32288.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1130075.22,0.0,0.0,0.0,95.16853345842419,4.697255150784145,0.0,99.9863185147621,False,False,False,False,False,False,VALIDADO,55.0,OPORTUNIDADE_MODERADA,ALGARVE SMALL  CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,SUCESSO,815922,12/2024,,ROLLING_60_MESES,Outros,4.0
40944650000100.0,13673855000125.0,,0.0,0.0,0.0,0.0,1397682.75,2444.48,1000000.0,395238.27,395238.27,0.0,5196.3,0.0,1392486.45,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.47042703462078783,100.0,0.0,0.17489519706814727,71.54699448068598,False,False,False,False,False,False,VALIDADO,40.24,MONITORAR,FRAM CAPITAL TONNENSEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,SUCESSO,819581,12/2024,,ROLLING_60_MESES,Outros,4.0
41240321000140.0,34829992000186.0,,0.0,0.0,0.0,0.0,1379219739.56,1705302.02,1377514437.54,0.0,0.0,0.0,22941262.72,0.0,1356278476.84,1322385083.77,1322385083.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322385083.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322385083.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14928875.37,0.0,0.0,0.0,78492.41,0.0,0.0,73952.53,0.0,0.0,0.0,40126525.87,,0.0,0.0,0.0,0.0,0.07433339833178983,95.9979110005953,0.0,0.12364251838101065,99.876357481619,False,False,False,False,False,False,VALIDADO,58.14,OPORTUNIDADE_MODERADA,LAGUZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,SUCESSO,819072,12/2024,,ROLLING_60_MESES,Outros,4.0
41251476000182.0,62285390000140.0,,0.0,0.0,0.0,0.0,48491088.46,19054.93,48468909.76,3123.77,3123.77,0.0,6856.07,0.0,48484232.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48468909.76,,0.0,0.0,0.0,0.0,2.7792787996621975,0.0,0.0,0.03929573578394367,99.95426231766626,False,True,False,False,False,True,ESTRUTURA_ATIPICA,0.0,DADOS_INVALIDOS,RDP FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZAD,SUCESSO,818618,12/2024,,ROLLING_60_MESES,Outros,4.0
41341232000190.0,40434681000110.0,,0.0,0.0,0.0,0.0,15271011.36,588778.23,14682233.13,0.0,0.0,0.0,13869700.91,0.0,1401310.45,12271906.31,13611222.03,0.0,0.0,14050574.76,0.0,0.0,0.0,0.0,0.0,0.0,15389890.48,13611222.03,12880700.85,44473.41,44427.42,44372.25,44330.94,44284.68,166657.22,110413.75,153.18,231408.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410326.82,0.0,0.0,0.0,0.0,0.0,2410326.82,0.0,0.0,0.0,0.0,0.0,,0.0,14050574.76,0.0,0.0,0.0424506796376188,1.576111262851198,95.69780452055797,3.8555287277318877,96.14447127226812,False,False,False,False,False,False,VALIDADO,29.73,BAIXA_PRIORIDADE,HOLDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,SUCESSO,929283,12/2024,,ROLLING_60_MESES,Outros,4.0
41341254000150.0,62285390000140.0,,0.0,0.0,0.0,0.0,70073674.84,165498.3,69903741.11,4435.43,4435.43,0.0,570900.67,0.07,69502774.1,51826003.76,49160201.65,1666331.11,647355.1,4031392.57,0.0,807404.23,0.0,0.0,0.0,0.0,3031921.57,50179177.66,7668217.36,5885223.66,986845.39,2128705.94,1776434.07,1595653.3,8284707.1,10688798.1,6109048.05,5055544.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17920006.72,0.0,0.0,0.0,0.0,0.0,0.0,157730.63,0.0,0.0,0.0,0.0,,0.0,4031392.57,0.9260664589915537,1.2490932216148167,0.28988983319988043,7.232151827245746,5.767062686467997,0.23617756650822735,99.75749276687998,False,False,False,False,False,False,VALIDADO,28.37,BAIXA_PRIORIDADE,BS PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,SUCESSO,815999,12/2024,,ROLLING_60_MESES,Outros,4.0
41391208000166.0,62285390000140.0,,0.0,0.0,0.0,0.0,209781447.4,50019.18,209651807.21,79621.01,79621.01,0.0,129005539.98,206.0,80775701.42,184831372.04,155026712.54,9612500.0,332000.0,22011509.5,0.0,0.0,0.0,0.0,0.0,0.0,1819350.0,164307212.54,0.0,1010500.0,0.0,0.0,0.0,0.0,147706712.54,13970000.0,0.0,1620000.0,10874506.82,10132906.82,0.0,0.0,741600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13945928.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22011509.5,0.1583578049806404,0.17962318644053063,0.0003877289301510197,0.7727097712910767,10.49907930340516,0.023843471679660076,99.93820226163622,False,False,False,False,False,False,VALIDADO,35.38,MONITORAR,FOUR EVEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,SUCESSO,816150,12/2024,,ROLLING_60_MESES,Outros,4.0
41557609000143.0,16695922000109.0,,0.0,0.0,0.0,0.0,37744789.18,1636726.58,36108062.6,0.0,0.0,0.0,6417256.44,0.0,31327532.74,161086.2,155378.86,0.0,0.0,5929.51,0.0,0.0,0.0,0.0,0.0,0.0,222.17,155378.86,0.0,0.0,0.0,0.0,0.0,0.0,54194.82,101184.04,0.0,0.0,25917072.33,15174832.71,0.0,0.0,10862436.83,0.0,0.0,0.0,0.0,0.0,120197.21,0.0,0.0,0.0,10029904.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10862436.83,0.0,0.0,0.255050829790433,0.0,30.08313392588391,4.336298110434962,95.66370188956505,False,True,False,False,False,True,ESTRUTURA_ATIPICA,0.0,DADOS_INVALIDOS,SUN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SUCESSO,818737,12/2024,,ROLLING_60_MESES,Outros,4.0
41557655000142.0,62285390000140.0,,0.0,0.0,0.0,0.0,46191320.49,194029.74,45663896.55,333394.2,333394.2,0.0,2087948.53,140000.0,43963371.96,36395317.58,36395317.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36395317.58,39737.52,43106.55,40653.29,41254.44,39455.9,39205.77,988222.75,13540692.0,3022284.68,18600704.68,8371793.86,8371793.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999999.0,0.0,896785.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0929284114106012,40.73394100223802,0.0,0.4200567074976903,98.8581752277158,False,False,False,False,False,False,VALIDADO,48.04,MONITORAR,PROSPEROUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,SUCESSO,816381,12/2024,,ROLLING_60_MESES,Outros,4.0
41575924000101.0,40434681000110.0,,0.0,0.0,0.0,0.0,160836297.0,16054.39,160813555.01,6687.6,6687.6,0.0,275486.91,0.0,160560810.09,50370308.71,53289579.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919270.82,53289579.53,455511.55,261500.51,382376.04,17171.06,16833.26,16498.34,91105.5,129878.87,60312.43,51858391.97,108062175.28,106294919.56,0.0,0.0,2940206.99,0.0,0.0,0.0,0.0,0.0,1172951.27,0.0,0.0,0.0,1361328.22,0.0,0.0,0.0,0.0,0.0,0.0,1019742.8,0.0,0.0,0.0,0.0,,0.0,2940206.99,0.0,0.0,0.05827641683592154,32.24752538228214,1.8283328105128744,0.009981820210645611,99.98586016314464,False,False,False,False,False,False,VALIDADO,49.67,MONITORAR,FINANCE ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS,SUCESSO,929909,12/2024,,ROLLING_60_MESES,Outros,4.0
41575962000156.0,62285390000140.0,,0.0,0.0,0.0,0.0,63562642.23,102567.35,63448585.32,11489.56,11489.56,0.0,229871.41,786.9,63331983.92,60880799.7,55268701.98,1452687.18,1064003.15,5643442.56,0.0,0.0,0.0,0.0,0.0,0.0,1484032.02,55657386.01,2579464.34,167633.79,12075506.22,12441408.4,16855536.22,3527091.97,57718.48,7953026.59,0.0,0.0,0.0,242400.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242400.71,0.0,0.0,0.0,2466961.09,0.0,0.0,0.0,0.0,0.0,0.0,100824.53,0.0,0.0,0.0,0.0,,0.0,5643442.56,1.6769533073649308,1.7476826113373145,0.44619446150349884,0.0,8.894512827256209,0.1613642013635342,99.82055983515083,False,False,False,False,False,False,VALIDADO,20.85,BAIXA_PRIORIDADE,HAWK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS,SUCESSO,816201,12/2024,,ROLLING_60_MESES,Outros,4.0
41579651000165.0,329598000167.0,,0.0,0.0,0.0,0.0,967443.0,0.0,967443.0,0.0,0.0,0.0,25000.0,123921.0,818522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967443.0,967443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,False,True,False,False,False,True,ESTRUTURA_ATIPICA,0.0,DADOS_INVALIDOS,ALLCHEM CRED FUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,SUCESSO,1059083,12/2024,,ROLLING_60_MESES,Outros,4.0
41609997000169.0,62285390000140.0,,0.0,0.0,0.0,0.0,4724065.05,534.03,4721343.07,2187.95,2187.95,0.0,275191.01,1390.94,4447483.1,4406471.48,0.0,0.0,0.0,5732452.09,0.0,0.0,0.0,0.0,0.0,0.0,1325980.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314871.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5732452.09,0.0,0.0,0.001940579381572094,0.0,121.41570745885237,0.011304459069631142,99.94238055633888,False,False,False,False,False,False,VALIDADO,26.95,BAIXA_PRIORIDADE,ACERTO GRUPO INTER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,SUCESSO,815903,12/2024,,ROLLING_60_MESES,Outros,4.0
41650271000170.0,34829992000186.0,,0.0,0.0,0.0,0.0,20900154.64,154.64,20900000.0,0.0,0.0,0.0,5625935.82,0.0,15274218.82,20900000.0,20900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.748698260123415e-05,100.0,0.0,0.0007398988316767783,99.99926010116832,False,False,False,False,False,False,VALIDADO,55.0,OPORTUNIDADE_MODERADA,SIMBA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,SUCESSO,816678,12/2024,,ROLLING_60_MESES,Outros,4.0
41673339000136.0,62285390000140.0,,0.0,0.0,0.0,0.0,204757247.51,0.0,204737293.28,19954.23,19954.23,0.0,32940.0,0.25,204724307.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025490.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203711802.95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99025468927589,False,True,False,False,False,True,ESTRUTURA_ATIPICA,0.0,DADOS_INVALIDOS,SSE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,SUCESSO,816455,12/2024,,ROLLING_60_MESES,Outros,4.0
41673465000190.0,34829992000186.0,,0.0,0.0,0.0,0.0,114049859.45,30358.4,114019501.05,0.0,0.0,0.0,10000.0,0.0,114039859.45,114019501.05,114019501.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114019501.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114019501.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0358400000000003,100.0,0.0,0.026618533461068638,99.97338146653892,False,False,False,False,False,False,VALIDADO,35.0,MONITORAR,HILL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,SUCESSO,818936,12/2024,,ROLLING_60_MESES,Outros,4.0
